drug_name,ndc,form,strength,mfg,acq,awp,dispensed,p_update,rxCUI,epc_class,drug_class
ADVAIR HFA   AER 45/21,00173-0715-20,AERO,45/21,GLAXOSMITH,336.66,391.87,0:00:00,10-20-22,896237,STEROIDS (AERO),Steroid (AERO) (AERO)
SYMBICORT    AER 80-4.5,00186-0372-20,AERO,80-4.5,ASTZEN LP,367.73,409.93,0:00:00,12-31-22,1246290,STEROIDS (AERO),Steroid (AERO) (AERO)
TRIAMCINOLON AER SPRAY,45802-0045-01,AERS,SPRAY,PADAGIS,65.99,245.22,07-02-24,02-09-23,1085736,STEROIDS (AERS),Steroid (AERS) (AERS)
TRIAMCINOLON AER SPRAY,64980-0429-01,AERS,SPRAY,RISING,39.99,908.03,06-17-22,11-11-21,1085736,STEROIDS (AERS),Steroid (AERS) (AERS)
TRIAMCINOLON AER SPRAY,64980-0429-63,AERS,SPRAY,RISING,10,572.04,0:00:00,09-15-22,1085736,STEROIDS (AERS),Steroid (AERS) (AERS)
TRIAMCINOLON AER SPRAY,71800-0156-31,AERS,SPRAY,INNOVIDA P,30,908.24,02-01-22,03-17-21,1085736,STEROIDS (AERS),Steroid (AERS) (AERS)
KETOPROFEN   CAP 200MG ER,00378-8200-01,CP24,200MG ER,MYLAN,0,1081.56,0:00:00,06-06-23,359697,STEROIDS (CP24),Steroid (CP24) (CP24)
FLUOCIN ACET OIL SCALP,68462-0590-89,OIL,SCALP,GLENMARK,10.08,223.05,09-06-22,02-18-22,1191307,SCALP: (TOPICAL STEROIDS) (OIL),Steroid (OIL) (OIL)
FLUOCIN ACET OIL 0.01% SC,45802-0485-26,OIL,0.01% SC,PERRIGO,8.49,110.88,08-12-21,03-19-21,1191307,SCALP: (TOPICAL STEROIDS) (OIL),Steroid (OIL) (OIL)
FLUOCIN ACET OIL 0.01% SC,64980-0330-04,OIL,0.01% SC,RISING,12.73,220.75,11-12-24,08-29-24,1191307,SCALP: (TOPICAL STEROIDS) (OIL),Steroid (OIL) (OIL)
FLUOCIN ACET OIL BODY,68462-0591-89,OIL,BODY,GLENMARK,10.04,220.75,02-19-24,03-24-21,1191307,SCALP: (TOPICAL STEROIDS) (OIL),Steroid (OIL) (OIL)
FLUOCIN ACET OIL 0.01%BDY,64980-0331-04,OIL,0.01%BDY,RISING,9.65,220.75,11-04-24,06-03-24,1191307,SCALP: (TOPICAL STEROIDS) (OIL),Steroid (OIL) (OIL)
DICLOFENAC   DIS 1.3%,00093-3727-55,PTCH,1.30%,TEVA USA,104.99,425.18,0:00:00,11-05-24,855626,STEROIDS (PTCH),Steroid (PTCH) (PTCH)
CLOBETASOL   SOL 0.05%,68462-0532-53,SOLN,0.05%,GLENMARK,5.08,206.31,12-20-22,10-27-21,861487,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
CLOBETASOL   SOL 0.05%,51672-1293-03,SOLN,0.05%,TARO ,0,206.32,07-29-24,01-03-24,861487,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
DICLOFENAC   SOL 2%,51672-1369-08,SOLN,2%,TARO ,93.99,354,0:00:00,01-11-24,1487074,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
FLUOCIN ACET SOL 0.01%,21922-0003-01,SOLN,0.01%,ENCUBE ETH,9.19,187.5,11-12-24,08-29-24,1191310,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
FLUOCIN ACET SOL 0.01%,52565-0012-59,SOLN,0.01%,TELIGENT,6,187.5,03-23-22,02-18-22,1191310,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
FLUOCINONIDE SOL 0.05%,21922-0001-01,SOLN,0.05%,ENCUBE ETH,5.99,164.13,11-20-24,08-29-24,310364,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
DICLOFENAC   SOL 1.5%,59088-0372-10,SOLN,1.50%,PURE TEK,120,1635,0:00:00,08-23-21,857700,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
CLOBETASOL   SOL 0.05%,33342-0321-86,SOLN,0.05%,MACLEODS,3.99,206.31,11-23-24,10-16-24,861487,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
FLUOCINONIDE SOL 0.05%,33342-0320-85,SOLN,0.05%,MACLEODS,5.99,115.89,08-04-23,03-07-23,310364,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
FLUOCINONIDE SOL 0.05%,43386-0026-06,SOLN,0.05%,LUPIN PHAR,0,115.89,0:00:00,01-03-24,310364,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
FLUOCIN ACET SOL 0.01%,51672-1365-04,SOLN,0.01%,TARO ,13.58,187.5,0:00:00,08-24-21,1191310,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
FLUOCINONIDE SOL 0.05%,64980-0452-06,SOLN,0.05%,RISING,4.49,106.54,03-06-23,10-20-22,310364,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
FLUOCIN ACET SOL 0.01%,00168-0059-60,SOLN,0.01%,FOUGERA,0,40.08,0:00:00,08-30-24,1191310,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
DICLOFENAC   SOL 1.5%,65162-0911-74,SOLN,1.50%,AMNEAL,0,689.77,0:00:00,06-06-23,857700,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
DICLOFENAC   SOL 1.5%,51672-1358-02,SOLN,1.50%,TARO ,17.97,260.7,0:00:00,01-26-22,857700,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
FLUOCINONIDE SOL 0.05%,47781-0602-26,SOLN,0.05%,ALVOGEN,5.2,97.19,0:00:00,11-06-23,310364,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
FLUOCINONIDE SOL 0.05%,71428-0001-60,SOLN,0.05%,GLASSHOUSE,0,97.19,0:00:00,02-22-24,310364,STEROIDS (SOLN),Steroid (SOLN) (SOLN)
CALCIP/BETAM SUS,51672-1402-04,SUSP,,TARO ,0,1001.95,0:00:00,04-29-22,833461,STEROIDS (SUSP),Steroid (SUSP) (SUSP)
BUDESONIDE   SUS 0.5MG/2,69097-0319-87,SUSP,0.5MG/2,CIPLA USA,19.89,332.37,0:00:00,10-20-22,351109,STEROIDS (SUSP),Steroid (SUSP) (SUSP)
LOTEPREDNOL  SUS 0.5%,62756-0232-56,SUSP,0.50%,SUN PHARMA,69.99,670.03,0:00:00,11-14-24,311382,STEROIDS (SUSP),Steroid (SUSP) (SUSP)
BUDESONIDE   SUS 0.25MG/2,00115-1687-74,SUSP,0.25MG/2,AMNEAL,24.95,282.42,0:00:00,10-20-22,349094,STEROIDS (SUSP),Steroid (SUSP) (SUSP)
KENALOG-10   INJ 10MG/ML,00003-0494-20,SUSP,10MG/ML,,0,14.51,0:00:00,05-23-22,1085752,STEROIDS (SUSP),Steroid (SUSP) (SUSP)
BUDESONIDE   SUS 0.5MG/2,00093-6816-73,SUSP,0.5MG/2,TEVA USA,18.88,332.37,0:00:00,10-20-22,351109,STEROIDS (SUSP),Steroid (SUSP) (SUSP)
MELOXICAM    SUS 7.5/5ML,72919-0124-10,SUSP,7.5/5ML,EMERALD TH,399,1131,0:00:00,11-05-24,597406,STEROIDS (SUSP),Steroid (SUSP) (SUSP)
CALCIP/BETAM SUS,51672-1402-08,SUSP,,TARO ,109.99,2003.9,0:00:00,07-19-23,833461,STEROIDS (SUSP),Steroid (SUSP) (SUSP)
CORDRAN 80X3 TAP 4MCG/CM,16110-0587-80,TAPE,4MCG/CM,ALMIRALL,780.64,982.67,0:00:00,01-20-24,797697,STEROIDS (TAPE),Steroid (TAPE) (TAPE)
NAPROXEN SOD TAB 375MG CR,47781-0153-01,TB24,375MG CR,ALVOGEN,200,2152,0:00:00,01-26-22,1116320,STEROIDS (TB24),Steroid (TB24) (TB24)
ENSTILAR     AER,50222-0302-60,FOAM,,LEO PHARMA,1133.88,1592.77,0:00:00,01-20-24,1716099,Topical Steroid,Steroid Foam (FOA)
CLOBETASOL   AER 0.05%,45802-0637-33,FOAM,0.05%,PADAGIS,159,640.76,0:00:00,04-22-22,1992273,Topical Steroid,Steroid Foam (FOA)
BETAMETH VAL AER 0.12%,45802-0053-02,FOAM,0.12%,PERRIGO,59.99,608.48,05-05-21,04-19-21,1244634,Topical Steroid,Steroid Foam (FOA)
HALOBETASOL  AER 0.05%,68308-0769-50,FOAM,0.05%,MAYNE PHAR,745.67,1043.93,0:00:00,10-05-24,2047646,Topical Steroid,Steroid Foam (FOA)
CLOBETASOL   AER 0.05%,45802-0437-33,FOAM,0.05%,PERRIGO,23.33,247.5,10-04-24,08-29-24,861353,Topical Steroid,Steroid Foam (FOA)
BETAMETH VAL AER 0.12%,51672-4188-07,FOAM,0.12%,TARO ,0,608.48,0:00:00,06-28-23,1244634,Topical Steroid,Steroid Foam (FOA)
CLOBETASOL   AER 0.05%,51672-4193-07,FOAM,0.05%,TARO ,18.99,640.76,0:00:00,12-19-23,861353,Topical Steroid,Steroid Foam (FOA)
CLOBETASOL   AER 0.05%,00378-8167-01,FOAM,0.05%,MYLAN,45.89,640.76,0:00:00,06-01-21,861353,Topical Steroid,Steroid Foam (FOA)
CLOBETASOL   AER 0.05%,00378-8055-50,FOAM,0.05%,MYLAN,99,350.76,04-06-21,03-15-21,1992273,Topical Steroid,Steroid Foam (FOA)
CLOBETASOL   AER 0.05%,68462-0608-94,FOAM,0.05%,GLENMARK,14.75,640.76,11-18-24,05-19-23,861353,Topical Steroid,Steroid Foam (FOA)
SELENIUM SUL SHA 2.25%,42192-0152-06,SHAM,2.25%,ACELLA PH,22.51,163.21,0:00:00,09-27-22,706548,Steroid Shampoo,Steroid Shampoo (SHA)
CLOBETASOL   SHA 0.05%,69238-1732-08,SHAM,0.05%,AMNEAL,20.91,407.78,11-01-24,02-03-23,861490,Steroid Shampoo,Steroid Shampoo (SHA)
CLOBETASOL   SHA 0.05%,45802-0961-26,SHAM,0.05%,PERRIGO,21,217.67,11-18-24,04-26-24,861490,Steroid Shampoo,Steroid Shampoo (SHA)
CLOBEX       SHA 0.05%,00299-3847-04,SHAM,0.05%,GALDERMA,770.73,1055.56,0:00:00,02-04-23,861492,Steroid Shampoo,Steroid Shampoo (SHA)
SELENIUM SUL SHA 2.25%,70156-0111-18,SHAM,2.25%,NOBLE PHAR,15.09,157.75,0:00:00,08-06-21,706548,Steroid Shampoo,Steroid Shampoo (SHA)
CLOBETASOL   SHA 0.05%,68308-0664-04,SHAM,0.05%,MAYNE PHAR,15.5,90,11-23-24,10-02-24,861490,Steroid Shampoo,Steroid Shampoo (SHA)
CLOBETASOL   SHA 0.05%,50383-0979-04,SHAM,0.05%,HI-TECH,0,904.77,04-06-21,03-04-21,861490,Steroid Shampoo,Steroid Shampoo (SHA)
SELENIUM SUL SHA 2.25%,70156-0111-18,SHAM,2.25%,NOBLE PHAR,15.09,157.75,0:00:00,08-06-21,706548,Steroid Shampoo,Steroid Shampoo (SHA)
CLOBETASOL   SHA 0.05%,51672-1347-08,SHAM,0.05%,TARO ,15.5,217.67,07-31-24,04-26-24,861490,Steroid Shampoo,Steroid Shampoo (SHA)
SELENIUM SUL SHA 2.25%,42192-0152-06,SHAM,2.25%,ACELLA PH,22.51,163.21,0:00:00,09-27-22,706548,Steroid Shampoo,Steroid Shampoo (SHA)
SEBEX        SHA,00536-1962-97,SHAM,,RUGBY LABO,2.42,4.43,0:00:00,12-20-22,210177,Steroid Shampoo,Steroid Shampoo (SHA)
DAVIMET/IRON CHW,59088-0160-54,CHEW,,PURE TEK,704,995,0:00:00,09-13-24,379823,SUPPLEMENT (CHEW),Supplement (CHEW) (CHEW)
DERMACINRX   CHW DAVIMET,59088-0695-54,CHEW,DAVIMET,PURE TEK,0,2250,0:00:00,10-06-23,2611968,SUPPLEMENT (CHEW),Supplement (CHEW) (CHEW)
AZELEX       CRE 20%,16110-0869-30,CREA,20%,ALMIRALL,492.65,638.75,0:00:00,01-20-24,1043753,Topical Medication,Topical Acne Treatment (CRE)
WINLEVI      CRE 1%,47335-0994-36,CREA,1%,SUN PHARMA,0,720.52,0:00:00,03-02-24,2474349,Topical Medication,Topical Acne Treatment (CRE)
ONEXTON      GEL 1.2-3.75,00187-3050-50,GEL,1.2-3.75,BAUSCH HEA,609.42,867.89,0:00:00,01-07-23,1598826,Topical Medication,Topical Acne Treatment (GEL)
BRIMONIDINE  GEL 0.33%,45802-0078-30,GEL,0.33%,PADAGIS,449.99,624.51,0:00:00,02-09-23,1437707,Topical Medication,Topical Anti-Inflammatory (GEL)
GENTAMICIN   CRE 0.1%,70512-0036-30,CREA,0.10%,SOLA PHARM,13,124.14,04-21-22,02-11-22,197735,Topical Medication,Topical Antibiotic (CRE)
MUPIROCIN    CRE 2%,51672-1370-02,CREA,2%,TARO ,25.99,415.56,11-23-24,10-16-24,311877,Topical Medication,Topical Antibiotic (CRE)
GENTAMICIN   CRE 0.1%,52565-0085-30,CREA,0.10%,TELIGENT,15.5,98.75,0:00:00,03-22-21,197735,Topical Medication,Topical Antibiotic (CRE)
GENTAMICIN   CRE 0.1%,45802-0056-11,CREA,0.10%,PERRIGO,10.8,98.75,11-22-24,10-16-24,197735,Topical Medication,Topical Antibiotic (CRE)
MUPIROCIN    CRE 2%,68462-0564-35,CREA,2%,GLENMARK,79.25,415.56,0:00:00,08-23-21,311877,Topical Medication,Topical Antibiotic (CRE)
METRONIDAZOL CRE 0.75%,00713-0633-37,CREA,0.75%,COSETTE PH,25.41,549.87,0:00:00,03-12-21,311678,Topical Medication,Topical Antibiotic (CRE)
IVERMECTIN   CRE 1%,00574-2107-45,CREA,1%,PERRIGO,169.99,654.7,05-06-24,08-29-24,1598068,Topical Medication,Topical Antibiotic (CRE)
IVERMECTIN   CRE 1%,45802-0102-84,CREA,1%,PADAGIS,89.95,654.7,09-23-24,08-30-24,1598068,Topical Medication,Topical Antibiotic (CRE)
MUPIROCIN    CRE 2%,16714-0055-02,CREA,2%,NORTHSTAR,44.99,415.56,11-23-24,01-28-22,311877,Topical Medication,Topical Antibiotic (CRE)
METRONIDAZOL CRE 0.75%,66993-0960-45,CREA,0.75%,PRASCO LAB,11.89,319.67,11-21-24,08-29-24,311678,Topical Medication,Topical Antibiotic (CRE)
IVERMECTIN   CRE 1%,00591-4052-89,CREA,1%,ACTAVIS PH,164.95,720.14,0:00:00,08-25-21,1598068,Topical Medication,Topical Antibiotic (CRE)
SILVER SULFA CRE 1%,59762-0131-05,CREA,1%,GREENSTONE,3.89,15.12,0:00:00,11-30-23,106351,Topical Medication,Topical Antibiotic (CRE)
CLINDAMYCIN  GEL TRETINOI,73473-0306-60,GEL,TRETINOI,SOLARIS PH,130,814.49,0:00:00,03-10-23,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,73473-0306-60,GEL,TRETINOI,SOLARIS PH,130,814.49,0:00:00,03-10-23,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,45802-0900-94,GEL,1%,PADAGIS,0,24,08-13-24,08-30-24,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAM/BENZ GEL 1.2-2.5%,00591-3916-68,GEL,1.2-2.5%,ACTAVIS PH,31.09,601.36,11-21-24,01-16-24,885131,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,45802-0900-94,GEL,1%,PADAGIS,0,24,08-13-24,08-30-24,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,45802-0900-94,GEL,1%,PADAGIS,0,24,08-13-24,08-30-24,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,45802-0900-94,GEL,1%,PADAGIS,0,24,08-13-24,08-30-24,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,45802-0900-94,GEL,1%,PADAGIS,0,24,08-13-24,08-30-24,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,45802-0900-94,GEL,1%,PADAGIS,0,24,08-13-24,08-30-24,2676585,Topical Medication,Topical Antibiotic (GEL)
ERY/BENZOYL  GEL 5-3%,64980-0328-02,GEL,5-3%,RISING,13.99,414.79,12-31-21,11-30-21,244374,Topical Medication,Topical Antibiotic (GEL)
CLINDAMY/BEN GEL 1.2-5%,21922-0022-06,GEL,1.2-5%,ENCUBE ETH,9.75,203.44,0:00:00,07-19-24,1540241,Topical Medication,Topical Antibiotic (GEL)
CLINDAMY/BEN GEL 1.2-5%,21922-0022-06,GEL,1.2-5%,ENCUBE ETH,9.75,203.44,0:00:00,07-19-24,1540241,Topical Medication,Topical Antibiotic (GEL)
CLINDAMY/BEN GEL 1.2-5%,21922-0022-06,GEL,1.2-5%,ENCUBE ETH,9.75,203.44,0:00:00,07-19-24,1540241,Topical Medication,Topical Antibiotic (GEL)
CLIND/BENZ   GEL 1.2-3.75,51672-1403-04,GEL,1.2-3.75,TARO ,130,694.31,10-11-24,08-29-24,1598470,Topical Medication,Topical Antibiotic (GEL)
CLIND/BENZ   GEL 1.2-3.75,51672-1403-04,GEL,1.2-3.75,TARO ,130,694.31,10-11-24,08-29-24,1598470,Topical Medication,Topical Antibiotic (GEL)
CLIND/BENZ   GEL 1.2-3.75,68682-0133-50,GEL,1.2-3.75,OCEANSIDE,175,781.01,0:00:00,11-28-23,1598470,Topical Medication,Topical Antibiotic (GEL)
CLIND/BENZ   GEL 1.2-3.75,68682-0133-50,GEL,1.2-3.75,OCEANSIDE,175,781.01,0:00:00,11-28-23,1598470,Topical Medication,Topical Antibiotic (GEL)
CLINDAM/BENZ GEL 1.2-2.5%,51672-1367-03,GEL,1.2-2.5%,TARO ,25.62,150,11-05-24,10-01-24,885131,Topical Medication,Topical Antibiotic (GEL)
CLINDAM/BENZ GEL 1.2-2.5%,51672-1367-03,GEL,1.2-2.5%,TARO ,25.62,150,11-05-24,10-01-24,885131,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,73473-0306-60,GEL,TRETINOI,SOLARIS PH,130,814.49,0:00:00,03-10-23,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAM/BENZ GEL 1.2-2.5%,51672-1367-03,GEL,1.2-2.5%,TARO ,25.62,150,11-05-24,10-01-24,885131,Topical Medication,Topical Antibiotic (GEL)
CLINDAMY/BEN GEL 1-5%,51672-1381-04,GEL,1-5%,TARO ,20,408.35,07-19-24,08-29-24,358917,Topical Medication,Topical Antibiotic (GEL)
CLINDAM/BENZ GEL 1.2-2.5%,00591-3916-68,GEL,1.2-2.5%,ACTAVIS PH,31.09,601.36,11-21-24,01-16-24,885131,Topical Medication,Topical Antibiotic (GEL)
CLINDAM/BENZ GEL 1.2-2.5%,00591-3916-68,GEL,1.2-2.5%,ACTAVIS PH,31.09,601.36,11-21-24,01-16-24,885131,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,73473-0306-60,GEL,TRETINOI,SOLARIS PH,130,814.49,0:00:00,03-10-23,882548,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 7.5%,51672-1388-03,GEL,7.50%,TARO ,96.4,674.56,0:00:00,02-07-23,1741905,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,68682-0300-30,GEL,TRETINOI,OCEANSIDE,99.5,395.92,08-19-24,08-29-24,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,51672-1399-03,GEL,1%,TARO ,9.49,149.36,07-28-22,03-25-22,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,51672-1399-03,GEL,1%,TARO ,9.49,149.36,07-28-22,03-25-22,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMY/BEN GEL 1.2-5%,51672-1366-06,GEL,1.2-5%,TARO ,22.2,203.44,0:00:00,10-19-21,1540241,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,51672-1399-03,GEL,1%,TARO ,9.49,149.36,07-28-22,03-25-22,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,21922-0027-05,GEL,1%,ENCUBE ETH,3.9,103.65,11-22-24,08-29-24,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,21922-0027-05,GEL,1%,ENCUBE ETH,3.9,103.65,11-22-24,08-29-24,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMY/BEN GEL 1-5%,51672-1381-06,GEL,1-5%,TARO ,19.5,472.97,05-28-24,04-11-22,358917,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,21922-0027-05,GEL,1%,ENCUBE ETH,3.9,103.65,11-22-24,08-29-24,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,73473-0306-30,GEL,TRETINOI,SOLARIS PH,109,432.42,03-10-23,01-18-24,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,73473-0306-30,GEL,TRETINOI,SOLARIS PH,109,432.42,03-10-23,01-18-24,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,73473-0306-30,GEL,TRETINOI,SOLARIS PH,109,432.42,03-10-23,01-18-24,882548,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 7.5%,51672-1388-03,GEL,7.50%,TARO ,96.4,674.56,0:00:00,02-07-23,1741905,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,73473-0306-30,GEL,TRETINOI,SOLARIS PH,109,432.42,03-10-23,01-18-24,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,21922-0027-05,GEL,1%,ENCUBE ETH,3.9,103.65,11-22-24,08-29-24,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,21922-0027-05,GEL,1%,ENCUBE ETH,3.9,103.65,11-22-24,08-29-24,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,21922-0027-05,GEL,1%,ENCUBE ETH,3.9,103.65,11-22-24,08-29-24,2676585,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 7.5%,51672-5307-08,GEL,7.50%,TARO ,500,884.81,0:00:00,04-07-21,1741905,Topical Medication,Topical Antibiotic (GEL)
CLINDAMY/BEN GEL 1.2-5%,51672-1366-06,GEL,1.2-5%,TARO ,22.2,203.44,0:00:00,10-19-21,1540241,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 7.5%,51672-5307-08,GEL,7.50%,TARO ,500,884.81,0:00:00,04-07-21,1741905,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 7.5%,51672-5307-08,GEL,7.50%,TARO ,500,884.81,0:00:00,04-07-21,1741905,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 7.5%,51672-5307-08,GEL,7.50%,TARO ,500,884.81,0:00:00,04-07-21,1741905,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,68682-0462-75,GEL,1%,OCEANSIDE,725,1066.36,0:00:00,02-22-22,309332,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 7.5%,51672-5307-03,GEL,7.50%,TARO ,249.75,674.56,0:00:00,08-25-21,1741905,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 7.5%,51672-5307-03,GEL,7.50%,TARO ,249.75,674.56,0:00:00,08-25-21,1741905,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,73473-0306-30,GEL,TRETINOI,SOLARIS PH,109,432.42,03-10-23,01-18-24,882548,Topical Medication,Topical Antibiotic (GEL)
ERYTHROMYCIN GEL 2%,45802-0966-96,GEL,2%,PADAGIS,24.25,86.41,0:00:00,02-02-23,310152,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 7.5%,51672-1388-03,GEL,7.50%,TARO ,96.4,674.56,0:00:00,02-07-23,1741905,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,51672-1399-03,GEL,1%,TARO ,9.49,149.36,07-28-22,03-25-22,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,16714-0161-01,GEL,1%,NORTHSTAR,7.99,85.07,0:00:00,06-02-22,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,16714-0161-01,GEL,1%,NORTHSTAR,7.99,85.07,0:00:00,06-02-22,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMY/BEN GEL 1.2-5%,70710-1445-04,GEL,1.2-5%,ZYDUS PHAR,22.5,203.44,0:00:00,10-11-21,1540241,Topical Medication,Topical Antibiotic (GEL)
ERY/BENZOYL  GEL 3-5%,64980-0328-01,GEL,3-5%,RISING,21,207.39,11-18-24,05-19-23,244374,Topical Medication,Topical Antibiotic (GEL)
CLINDAMY/BEN GEL 1.2-5%,70710-1445-04,GEL,1.2-5%,ZYDUS PHAR,22.5,203.44,0:00:00,10-11-21,1540241,Topical Medication,Topical Antibiotic (GEL)
ERY/BENZOYL  GEL 3-5%,00781-7054-49,GEL,3-5%,SANDOZ,17,207.39,11-29-22,06-08-22,244374,Topical Medication,Topical Antibiotic (GEL)
CLINDAMY/BEN GEL 1.2-5%,70710-1445-04,GEL,1.2-5%,ZYDUS PHAR,22.5,203.44,0:00:00,10-11-21,1540241,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,00472-1790-30,GEL,TRETINOI,ACTAV MID,314.21,396.36,0:00:00,08-29-24,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,00472-1790-60,GEL,TRETINOI,ACTAV MID,150,762.62,0:00:00,07-27-22,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,00472-1790-60,GEL,TRETINOI,ACTAV MID,150,762.62,0:00:00,07-27-22,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,00472-1790-60,GEL,TRETINOI,ACTAV MID,150,762.62,0:00:00,07-27-22,882548,Topical Medication,Topical Antibiotic (GEL)
DAPSONE      GEL 7.5%,51672-1388-03,GEL,7.50%,TARO ,96.4,674.56,0:00:00,02-07-23,1741905,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,00472-1790-30,GEL,TRETINOI,ACTAV MID,314.21,396.36,0:00:00,08-29-24,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,00472-1790-30,GEL,TRETINOI,ACTAV MID,314.21,396.36,0:00:00,08-29-24,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,00472-1790-60,GEL,TRETINOI,ACTAV MID,150,762.62,0:00:00,07-27-22,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,00472-1790-60,GEL,TRETINOI,ACTAV MID,150,762.62,0:00:00,07-27-22,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL TRETINOI,00472-1790-30,GEL,TRETINOI,ACTAV MID,314.21,396.36,0:00:00,08-29-24,882548,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,16714-0161-01,GEL,1%,NORTHSTAR,7.99,85.07,0:00:00,06-02-22,2676585,Topical Medication,Topical Antibiotic (GEL)
CLINDAMYCIN  GEL 1%,16714-0161-01,GEL,1%,NORTHSTAR,7.99,85.07,0:00:00,06-02-22,2676585,Topical Medication,Topical Antibiotic (GEL)
